,goods_id,article,name,url,regular_price,promo_price,amount,brand,store_id
598,607347405,237567,"Печенье сдобное Аленка хрустящее клюква-шоколад дропсы, 140г",https://online.metro-cc.ru/products/pechene-sdobnoe-alenka-hrustyaschee-klyukva-shokolad-dropsy-140g,109.0,90.9,35,АЛЕНКА,15
599,150214,373798,"Конфеты Вдохновение шоколадные с трюфельным кремом, 170г",https://online.metro-cc.ru/products/vdohnovenie-shokoladnye-s-tryufelnym-kremom-170g,329.0,309,52,ВДОХНОВЕНИЕ,15
600,123040,469217,"Шоколадное яйцо Kinder Surprise Серия для девочек, 20г",https://online.metro-cc.ru/products/yajco-kinder-syurpriz-iz-molochnogo-c-molochnym-vnutrennim-sloem-igrushkoj-vnutri-princessy-disnej-20gh36sht,115.0,105,5119,KINDER SURPRISE,15
601,597669,114904,"Шоколад Россия Щедрая душа Карамель и арахис молочный, 82г",https://online.metro-cc.ru/products/molochnyj-rossiya-schedraya-dusha-mindal-arahis-82g,62.9,-,59,РОССИЯ ЩЕДРАЯ ДУША,15
602,1371767,133010,"Шоколадные конфеты Anthon Berg Ассорти со вкусом кофейного ликера, 125г",https://online.metro-cc.ru/products/konfety-anthon-berg-alkogolnye-kofeynyy-liker-125g,759.0,-,11,ANTHON BERG,15
603,95942,364753,"Конфеты Reber Mozart 356 из горького шоколада, 240г",https://online.metro-cc.ru/products/shokoladnye-reber-mozart-kugeln-240g,1599.0,1390,25,REBER MOZART,15
604,547969,662729,"Жевательная резинка Orbit Сладкая мята miniflow (1.36г х 300шт), 408г",https://online.metro-cc.ru/products/orbit-sladkaya-myata-miniflow-300-136g,769.0,-,19,ORBIT,15
605,413388574,201384,"RIOBA Шоколад темный с вишней и миндалем, 100г",https://online.metro-cc.ru/products/100g-shokolad-rioba-gorkiy-s-vishney-i-mindalem,126.0,-,202,RIOBA,15
606,651086,130017,"Шоколад Коммунарка горький с начинкой с пюре из черной смородины, 200г",https://online.metro-cc.ru/products/kommunarka-gorkij-s-pyure-iz-chernoj-smorodiny-200g,157.0,-,56,КОММУНАРКА,15
607,607353004,237804,"Конфеты F.Vatel трюфель классический, 160г",https://online.metro-cc.ru/products/konfety-fvatel-tryufel-klassicheskiy-160g,399.0,-,15,F. VATEL,15
608,607844073,243938,"Анчоус Сухогруз сушено-вяленый, 70г",https://online.metro-cc.ru/products/70g-anchous-suhogruz-susheno-vyalenyy,153.0,-,22,СУХОГРУЗ,15
609,607270988,236574,"Мармелад жевательный Bebeto Coolbeans Tropic Mix, 60г",https://online.metro-cc.ru/products/60g-zhevatelnyy-marmelad-bebeto-coolbeans-tropic-mix,93.9,-,44,BEBETO,15
610,454825891,213916,"Чипсы Lay's Зеленый лук, 70г",https://online.metro-cc.ru/products/70g-chipsy-lays-molodoy-zelenyy-luk,99.9,87.9,1069,LAY'S,15
611,427833,581319,"Попкорн Gourmet Popcorn Pop! тоффи карамель, 150г",https://online.metro-cc.ru/products/popkorn-pop-gourmet-popcorn-karamel-150g,399.0,-,31,GOURMET POPCORN,15
612,553791,662903,"Жевательная резинка Mentos Pure White вкус Клубника, 16г",https://online.metro-cc.ru/products/mentos-pure-white-klubnika-155g,32.99,-,1095,MENTOS,15
613,616448,121009,"Ирис Красный Октябрь Кис-Кис, 250г",https://online.metro-cc.ru/products/250g-krasnyj-oktyabr-iris-kis-kis,162.0,89.9,73,КРАСНЫЙ ОКТЯБРЬ,15
614,570405,86395,"Конфеты Кремлина шоколадные ассорти фрукты и орехи, 1кг",https://online.metro-cc.ru/products/shokoladnye-kremlina-frukty-orehi-assorti-1kg,729.0,599,13,КРЕМЛИНА,15
615,566594,76461,"Крекер Tuc краб, 100г",https://online.metro-cc.ru/products/kreker-tuc-so-vkusom-kraba-100g,82.9,-,311,TUC,15
616,463545,599061,"Драже M&M's криспи, 36г",https://online.metro-cc.ru/products/drazhe-m-m-039s-krispi-36g-599061,51.9,49.9,278,M&M'S,15
617,457596,597587,"Пряники Рот Фронт Коровка вареная сгущенка, 300г",https://online.metro-cc.ru/products/rot-front-korovka-varenaya-sguschenka-300g,99.9,79.9,68,КОРОВКА,15
618,134170,275411,"Набор конфет Ferrero Collection, 260г",https://online.metro-cc.ru/products/ferrero-collection-raffaello-ferrero-rocher-ferrero-rondnoir-2694g,1439.0,-,40,FERRERO,15
619,474600,611944,"Пастила Белевская пастила абрикос, 200г",https://online.metro-cc.ru/products/pastila-belevskaya-abrikos-200g,359.0,-,210,БЕЛЕВСКАЯ ПАСТИЛА,15
620,566755,76611,"Жевательная резинка Mentos Pure white нежная мята, 54г",https://online.metro-cc.ru/products/mentos-pure-white-nezhnaya-myata-54g,149.0,-,256,MENTOS,15
621,557326723,218002,"Мини-печенье Leibniz красочное, 150г",https://online.metro-cc.ru/products/150g-mini-pechene-leibniz-krasochnoe,389.0,-,32,LEIBNIZ,15
622,49088722,136159,"Чипсы Mr Potato Сметана-лук, 160г",https://online.metro-cc.ru/products/160g-chipsy-mr-potato-smetanaluk,295.0,249,41,MR POTATO,15
623,11725988,137258,"Чипсы Savoursmiths со вкусом трюфеля и розмарина, 150г",https://online.metro-cc.ru/products/150g-chipsy-savoursmiths-tryufelrozmarin,469.0,-,25,SAVOURSMITHS,15
624,98880830,200989,"Шоколад Бабаевский люкс, 90г",https://online.metro-cc.ru/products/90g-shokolad-babaevskiy-lyuks,129.0,109,60,БАБАЕВСКИЙ,15
625,137080,469116,"Мармелад Мармеландия Апельсиновые дольки с натуральным соком, 250г",https://online.metro-cc.ru/products/udarnica-apelsinovye-dolki-s-naturalnym-sokom-250g,189.0,-,57,МАРМЕЛАНДИЯ,15
626,49088737,136173,"Чипсы Mr Potato Острый и пряный вкус, 40г",https://online.metro-cc.ru/products/40g-chipsy-mr-potato-ostryy-i-pryanyy-vkus,103.0,-,72,MR POTATO,15
627,454825951,213924,"Чипсы Lay's с солью, 70г",https://online.metro-cc.ru/products/70g-chipsy-lays-s-solyu,99.9,87.9,554,LAY'S,15
628,583461,109568,"RIOBA Шоколад горький миндаль, фисташка, 100г",https://online.metro-cc.ru/products/shokolad-rioba-gorkij-mindal-fistashka-100g,126.0,-,189,RIOBA,15
629,550107,663434,"Пряник Ясная поляна Тульский с яблоком и корицей, 140г",https://online.metro-cc.ru/products/tulskij-yabloko-korica-140-g,59.9,44.9,1535,ЯСНАЯ ПОЛЯНА,15
630,583406,109565,"RIOBA Шоколад молочный с соленой карамелью, 100г",https://online.metro-cc.ru/products/shokolad-rioba-molochnyj-s-solenoj-karamelyu-100g,126.0,-,275,RIOBA,15
631,509464,637516,"Драже Jelly Belly классические коктейли жевательное, 70г",https://online.metro-cc.ru/products/drazhe-jelly-belly-45g,389.0,-,18,JELLY BELLY,15
632,567239,78599,"Вафли Manner Knuspino с шоколадным кремом, 110г",https://online.metro-cc.ru/products/manner-schokolade-knuspino-110-g,119.0,109,89,MANNER,15
